Geography2,Area Code3,Area,Pre 1900,1900 to 1918,1919 to 1929,1930 to 1939,1945 to 1954,1955 to 1964,1965 to 1972,1973 to 1982,1983 to 1992,1993 to 1999,2000 to 2009,2010 to 2012,Unknown1,Total
LSOA,E01000617,Brent 017C,0,90,110,300,20,0,0,40,0,0,0,20,0,570.00 
LSOA,E01000618,Brent 017D,0,10,240,210,0,0,0,0,0,40,10,0,0,520.00 
LSOA,E01000619,Brent 017E,0,0,170,310,0,0,0,0,0,0,0,0,0,480.00 
LSOA,E01033424,Brent 017F,0,0,0,0,0,100,0,0,0,0,290,610,0,1000.00 
LSOA,E01033457,Brent 017G,0,60,260,150,0,0,10,0,40,20,40,0,0,570.00 
MSOA,E02000110,Brent 018,"1,200",420,620,180,20,30,90,50,330,40,60,40,0,3090.00 
LSOA,E01000504,Brent 018A,440,60,10,50,10,20,90,0,0,0,0,30,0,720.00 
LSOA,E01000505,Brent 018B,0,0,260,100,0,0,0,0,170,0,0,0,0,540.00 
LSOA,E01000507,Brent 018C,20,70,310,10,0,10,0,50,20,0,40,0,0,540.00 
LSOA,E01000512,Brent 018D,170,280,40,20,0,0,0,0,110,0,0,0,0,630.00 
LSOA,E01000559,Brent 018E,560,10,0,0,10,0,0,0,20,40,20,10,0,670.00 
MSOA,E02000111,Brent 019,170,550,500,520,310,140,140,140,290,90,190,60,0,3110.00 
LSOA,E01000610,Brent 019A,0,20,70,130,70,80,120,70,40,30,40,20,0,680.00 
LSOA,E01000612,Brent 019B,10,30,30,170,200,30,0,30,70,0,10,0,0,560.00 
LSOA,E01000631,Brent 019C,10,130,190,70,30,10,10,20,20,30,10,10,0,540.00 
LSOA,E01000633,Brent 019D,140,240,50,30,10,30,0,10,0,30,10,10,0,560.00 
LSOA,E01000634,Brent 019E,20,120,170,130,0,0,10,10,160,0,130,20,0,770.00 
MSOA,E02000112,Brent 020,70,930,840,620,10,110,70,30,0,10,130,170,20,3010.00 
LSOA,E01000616,Brent 020A,10,300,10,50,0,90,70,30,0,0,0,0,0,580.00 
LSOA,E01000620,Brent 020B,0,90,70,320,10,10,0,0,0,0,0,0,0,500.00 
LSOA,E01000621,Brent 020C,0,10,330,160,0,10,0,0,0,0,0,0,0,520.00 
LSOA,E01000635,Brent 020D,50,190,290,40,0,0,0,0,0,0,120,70,0,770.00 
LSOA,E01000636,Brent 020E,0,330,140,50,0,0,0,0,0,0,0,100,10,630.00 
MSOA,E02000113,Brent 021,90,150,490,580,50,20,160,860,170,620,170,0,0,3350.00 
LSOA,E01000596,Brent 021A,40,0,200,170,0,10,130,60,0,50,10,0,0,660.00 
LSOA,E01000601,Brent 021B,40,60,0,50,0,0,0,120,10,120,90,0,0,480.00 
LSOA,E01000602,Brent 021C,0,0,80,130,0,0,20,210,80,0,0,0,0,510.00 
LSOA,E01000603,Brent 021D,20,90,0,30,0,10,0,0,0,450,0,0,0,600.00 
LSOA,E01000604,Brent 021E,0,0,90,80,10,0,10,340,0,0,20,0,0,550.00 
LSOA,E01000605,Brent 021F,0,0,120,130,30,0,0,130,80,0,60,0,0,550.00 
MSOA,E02000114,Brent 022,"2,370",480,30,270,10,90,0,10,60,50,130,50,0,3560.00 
LSOA,E01000488,Brent 022A,10,180,30,220,10,80,0,0,0,10,0,0,0,540.00 
LSOA,E01000637,Brent 022B,620,0,0,10,0,0,0,0,0,0,0,0,0,630.00 
LSOA,E01000639,Brent 022C,630,0,0,50,0,0,0,0,0,10,10,0,0,700.00 
LSOA,E01000642,Brent 022D,750,30,0,0,0,10,0,10,30,30,60,50,0,970.00 
LSOA,E01000644,Brent 022E,350,260,0,0,0,0,0,0,30,0,60,0,0,720.00 
MSOA,E02000115,Brent 023,"1,800",210,150,180,70,430,240,280,150,270,170,20,0,3970.00 
LSOA,E01000490,Brent 023A,560,10,0,10,10,60,10,0,40,60,40,0,0,810.00 
LSOA,E01000494,Brent 023B,120,40,130,10,20,150,60,0,30,90,110,0,0,750.00 
LSOA,E01000495,Brent 023C,300,30,20,110,0,10,0,270,80,0,20,10,0,840.00 
LSOA,E01000560,Brent 023D,550,110,0,0,30,20,0,10,0,0,0,0,0,730.00 
LSOA,E01000561,Brent 023E,280,10,0,50,0,190,170,0,10,120,10,10,0,840.00 
MSOA,E02000116,Brent 024,"1,700",290,10,120,40,50,60,130,80,190,400,80,0,3150.00 
LSOA,E01000638,Brent 024A,650,0,0,0,0,0,0,0,10,40,30,10,0,730.00 
LSOA,E01000640,Brent 024B,400,170,0,10,10,0,0,40,0,40,80,20,0,780.00 
LSOA,E01000641,Brent 024C,650,30,0,0,0,0,0,0,0,50,10,60,0,790.00 
LSOA,E01000643,Brent 024D,0,90,10,110,20,50,60,90,70,60,280,0,0,850.00 
MSOA,E02000117,Brent 025,"2,230",490,20,450,140,10,140,310,110,60,670,110,10,4730.00 
LSOA,E01000508,Brent 025A,320,130,0,20,10,0,0,120,30,30,70,110,0,820.00 
LSOA,E01000521,Brent 025B,790,10,0,0,10,10,30,0,40,10,10,0,0,910.00 
LSOA,E01000522,Brent 025C,160,180,0,280,0,0,110,0,0,0,0,0,0,720.00 
LSOA,E01000526,Brent 025D,90,80,10,120,20,0,0,190,20,20,250,0,0,800.00 
LSOA,E01000527,Brent 025E,640,100,0,30,10,0,0,10,0,0,10,0,10,820.00 
LSOA,E01000528,Brent 025F,210,0,0,0,80,10,0,0,20,0,330,0,0,660.00 
MSOA,E02000118,Brent 026,30,150,770,"1,490",40,50,80,0,0,170,120,150,0,3040.00 
LSOA,E01000471,Brent 026A,0,0,0,480,0,10,0,0,0,0,0,0,0,490.00 
LSOA,E01000474,Brent 026B,0,90,360,30,0,0,0,0,0,0,0,0,0,490.00 
LSOA,E01000476,Brent 026C,0,30,70,390,0,0,0,0,0,0,0,0,0,500.00 
LSOA,E01000477,Brent 026D,0,0,30,590,40,10,0,0,0,0,10,0,0,680.00 
LSOA,E01000630,Brent 026E,30,30,310,10,0,20,80,0,0,160,110,140,0,880.00 
MSOA,E02000119,Brent 027,570,100,150,30,60,0,80,0,70,270,"1,240",280,0,2840.00 
LSOA,E01000595,Brent 027A,410,50,20,0,0,0,40,0,0,30,0,30,0,590.00 
LSOA,E01000599,Brent 027D,0,0,0,0,0,0,0,0,0,90,430,30,0,560.00 
LSOA,E01000600,Brent 027E,110,50,20,0,50,0,10,0,70,30,390,150,0,880.00 
LSOA,E01033456,Brent 027F,40,0,100,20,0,0,40,0,0,110,420,70,0,810.00 
MSOA,E02000120,Brent 028,"3,590",10,20,0,30,110,250,50,70,20,230,20,0,4400.00 
LSOA,E01000545,Brent 028A,730,0,0,0,10,0,0,50,60,0,60,0,0,910.00 
LSOA,E01000546,Brent 028B,710,0,0,0,0,0,0,0,0,10,30,0,0,750.00 
LSOA,E01000547,Brent 028C,720,0,0,0,10,0,0,0,0,10,20,10,0,780.00 
LSOA,E01000548,Brent 028D,540,10,20,0,0,100,250,0,0,0,120,0,0,1040.00 
LSOA,E01000549,Brent 028E,890,0,0,0,0,0,0,0,10,0,0,0,0,910.00 
MSOA,E02000121,Brent 029,30,420,550,950,10,110,80,40,300,120,150,250,0,3020.00 
LSOA,E01000472,Brent 029A,0,60,0,180,0,10,0,0,250,80,0,0,0,600.00 
LSOA,E01000473,Brent 029B,10,140,100,110,0,70,0,20,40,0,40,250,0,780.00 
LSOA,E01000475,Brent 029C,0,0,160,240,0,10,70,20,0,10,110,0,0,610.00 
LSOA,E01000478,Brent 029D,20,0,0,410,0,0,10,0,0,30,0,0,0,460.00 
LSOA,E01000632,Brent 029E,10,230,300,10,10,20,0,0,0,0,10,0,0,580.00 
MSOA,E02000122,Brent 030,400,890,690,460,90,40,190,50,160,30,80,20,0,3100.00 
LSOA,E01000489,Brent 030A,50,90,120,190,0,20,80,0,70,0,0,0,0,620.00 
LSOA,E01000491,Brent 030B,90,90,100,100,80,30,110,50,90,10,60,20,0,820.00 
LSOA,E01000492,Brent 030C,10,220,240,0,0,0,0,0,0,10,0,0,0,480.00 
LSOA,E01000493,Brent 030D,160,60,200,160,10,0,0,0,0,0,0,0,0,590.00 
LSOA,E01000581,Brent 030E,90,430,30,10,0,0,0,0,0,10,10,0,0,590.00 
MSOA,E02000123,Brent 031,"3,930",830,180,80,30,10,60,90,180,120,280,110,0,5900.00 
LSOA,E01000523,Brent 031A,790,80,20,0,10,0,0,0,10,0,20,50,0,970.00 
LSOA,E01000524,Brent 031B,760,20,0,30,0,10,0,20,30,20,120,20,0,1030.00 
LSOA,E01000525,Brent 031C,700,0,0,30,10,0,10,0,10,10,20,0,0,790.00 
LSOA,E01000533,Brent 031E,430,160,60,0,0,0,40,70,30,80,80,40,0,980.00 
LSOA,E01000535,Brent 031F,120,510,100,10,10,0,0,0,90,0,10,0,0,860.00 
LSOA,E01033455,Brent 031G,410,60,0,0,0,0,0,0,10,0,30,0,0,510.00 
LSOA,E01033485,Brent 031H,730,0,0,0,0,0,0,0,10,10,10,10,0,770.00 
MSOA,E02000124,Brent 032,"3,000",550,10,30,80,110,50,30,70,90,290,80,0,4390.00 
LSOA,E01000579,Brent 032A,600,20,0,0,30,0,0,0,10,0,20,0,0,680.00 
LSOA,E01000580,Brent 032B,420,160,0,10,30,100,40,0,0,50,40,10,0,850.00 
LSOA,E01000582,Brent 032C,420,290,0,0,0,0,0,0,30,0,0,10,0,760.00 
LSOA,E01000583,Brent 032D,900,0,0,0,10,10,0,30,10,0,20,0,0,990.00 
LSOA,E01000586,Brent 032E,660,80,10,20,0,0,10,0,20,40,210,60,0,1110.00 
MSOA,E02000125,Brent 033,"2,150","1,210",560,10,30,10,10,0,10,10,70,40,0,4120.00 
LSOA,E01000530,Brent 033A,30,500,120,0,10,0,10,0,0,0,20,0,0,700.00 
LSOA,E01000531,Brent 033B,610,170,0,0,0,0,0,0,0,10,50,40,0,880.00 
LSOA,E01000532,Brent 033C,580,0,0,0,20,10,0,0,0,0,0,0,0,620.00 
LSOA,E01000534,Brent 033D,50,480,150,0,0,0,0,0,0,0,0,0,0,680.00 
LSOA,E01000584,Brent 033E,240,70,290,0,0,0,0,0,0,0,0,0,0,600.00 
LSOA,E01000585,Brent 033F,640,0,0,0,10,0,0,0,0,0,0,0,0,650.00 
MSOA,E02000126,Brent 034,770,0,0,30,190,440,380,760,20,30,310,360,0,3290.00 
LSOA,E01000544,Brent 034A,190,0,0,0,0,0,0,350,10,0,60,30,0,630.00 
LSOA,E01000550,Brent 034B,440,0,0,0,90,170,0,40,20,30,0,0,0,790.00 
LSOA,E01000551,Brent 034C,140,0,0,0,100,270,170,60,0,0,130,200,0,1080.00 
LSOA,E01000552,Brent 034D,0,0,0,30,0,0,200,310,0,0,120,130,0,800.00 
LAU2,E09000006,Bromley,"16,770","6,990","5,960","36,830","12,130","13,130","12,990","11,380","8,020","2,870","6,500","2,620",910,137090.00 
MSOA,E02000127,Bromley 001,160,110,30,"2,270",410,330,50,270,190,20,70,0,10,3910.00 
LSOA,E01000779,Bromley 001A,130,20,20,150,50,130,50,20,30,0,20,0,10,610.00 
LSOA,E01000780,Bromley 001B,30,90,0,230,60,110,0,100,10,0,20,0,0,650.00 
LSOA,E01000781,Bromley 001C,0,0,0,310,140,30,0,50,100,0,30,0,0,650.00 
LSOA,E01000782,Bromley 001D,0,0,10,410,130,70,0,60,10,20,0,0,0,710.00 
LSOA,E01000783,Bromley 001E,0,0,0,610,30,0,0,0,20,0,0,0,0,650.00 
LSOA,E01000785,Bromley 001F,0,0,0,570,0,0,0,50,20,0,0,0,0,640.00 
MSOA,E02000128,Bromley 002,390,90,40,"1,250",450,210,80,240,200,20,60,20,40,3110.00 
LSOA,E01000689,Bromley 002A,20,0,0,0,360,60,60,60,0,0,50,10,20,650.00 
LSOA,E01000690,Bromley 002B,50,10,0,240,40,50,10,10,120,10,0,0,0,550.00 
LSOA,E01000691,Bromley 002C,80,10,30,280,30,10,0,120,50,0,0,0,10,610.00 
LSOA,E01000692,Bromley 002D,240,70,10,290,10,10,10,10,0,10,0,0,10,690.00 
LSOA,E01000784,Bromley 002E,0,0,0,440,10,70,0,40,30,0,10,0,0,610.00 
MSOA,E02000130,Bromley 004,"1,850",530,280,200,50,240,20,130,170,10,110,90,10,3680.00 
LSOA,E01000799,Bromley 004A,260,260,70,0,0,40,20,20,10,0,70,30,0,780.00 
LSOA,E01000802,Bromley 004B,560,70,20,0,10,10,0,90,0,10,0,0,0,780.00 
LSOA,E01000803,Bromley 004C,420,90,20,20,30,70,10,0,90,0,0,0,10,740.00 
LSOA,E01000804,Bromley 004D,160,20,160,160,0,50,0,10,10,0,0,10,0,570.00 
LSOA,E01000805,Bromley 004E,450,100,0,30,10,70,0,10,60,0,30,60,0,810.00 
MSOA,E02000131,Bromley 005,"2,240",50,90,420,120,390,150,620,330,40,160,230,40,4870.00 
LSOA,E01000740,Bromley 005A,190,10,0,90,20,110,20,240,190,20,30,80,20,1020.00 
LSOA,E01000741,Bromley 005B,570,10,0,30,30,60,10,110,10,0,10,110,0,950.00 
LSOA,E01000742,Bromley 005C,640,0,0,150,50,40,10,80,10,0,60,30,0,1080.00 
LSOA,E01000745,Bromley 005D,310,10,10,100,0,170,70,90,90,10,10,0,10,880.00 
LSOA,E01000746,Bromley 005E,530,20,80,50,20,10,40,100,30,10,50,10,10,960.00 
MSOA,E02000132,Bromley 006,250,330,80,390,60,420,"1,020",850,570,320,560,30,40,4930.00 
LSOA,E01000709,Bromley 006A,30,60,0,20,0,110,240,140,130,30,60,0,0,820.00 
LSOA,E01000710,Bromley 006B,40,20,20,50,30,230,150,110,140,50,50,30,20,930.00 
LSOA,E01000711,Bromley 006C,60,40,10,10,10,40,300,240,120,90,130,0,20,1060.00 
LSOA,E01000714,Bromley 006D,130,200,30,190,10,20,30,30,190,70,210,0,10,1120.00 
LSOA,E01000718,Bromley 006E,0,10,20,120,10,20,300,330,0,90,100,0,0,1000.00 
MSOA,E02000133,Bromley 007,480,100,60,360,270,970,690,420,220,120,330,290,160,4480.00 
LSOA,E01000645,Bromley 007A,30,30,10,30,20,70,130,80,50,20,30,10,50,550.00 
LSOA,E01000649,Bromley 007B,50,30,20,30,60,160,170,50,30,10,190,30,20,860.00 
LSOA,E01000694,Bromley 007C,10,0,0,90,10,370,50,40,0,0,60,220,40,900.00 
LSOA,E01000695,Bromley 007D,70,0,10,130,120,120,80,40,20,10,10,0,20,620.00 
LSOA,E01000696,Bromley 007E,130,20,10,60,40,60,120,120,20,50,20,10,20,680.00 
LSOA,E01000697,Bromley 007F,180,10,20,20,20,190,140,80,90,30,30,20,30,860.00 
MSOA,E02000134,Bromley 008,"2,020",610,80,250,170,350,700,340,240,180,400,80,20,5450.00 
LSOA,E01000674,Bromley 008A,150,60,0,30,80,120,160,80,80,0,60,0,0,820.00 
LSOA,E01000676,Bromley 008B,450,40,0,50,40,10,110,0,30,40,180,20,10,970.00 
LSOA,E01000820,Bromley 008C,140,130,20,30,30,50,100,50,30,50,50,30,0,710.00 
LSOA,E01000822,Bromley 008D,150,230,30,30,20,20,130,100,20,40,10,0,0,750.00 
LSOA,E01000823,Bromley 008E,470,80,10,20,10,20,50,20,20,30,40,0,0,770.00 
LSOA,E01000824,Bromley 008F,290,70,20,60,0,60,40,20,10,0,10,10,0,570.00 
LSOA,E01000825,Bromley 008G,390,10,0,40,0,70,120,70,70,20,50,30,10,870.00 
MSOA,E02000135,Bromley 009,"1,230",230,30,100,240,270,310,"1,160",420,220,310,30,20,4570.00 
LSOA,E01000743,Bromley 009A,290,20,20,10,10,60,0,200,70,70,120,10,10,880.00 
LSOA,E01000744,Bromley 009B,110,10,10,50,20,80,0,310,110,0,0,0,0,710.00 
LSOA,E01000796,Bromley 009C,0,0,0,0,20,60,240,170,10,30,130,0,0,650.00 
LSOA,E01000798,Bromley 009D,160,70,0,10,40,10,30,220,100,60,10,0,0,700.00 
LSOA,E01000800,Bromley 009E,250,70,0,20,20,20,50,200,120,40,20,10,0,820.00 
LSOA,E01000806,Bromley 009F,420,60,0,0,130,40,0,70,10,30,20,10,0,800.00 
MSOA,E02000136,Bromley 010,90,60,30,180,"1,150",250,130,50,190,110,30,20,60,2340.00 
LSOA,E01000693,Bromley 010A,90,60,10,20,10,220,70,20,40,10,10,20,60,620.00 
LSOA,E01000698,Bromley 010B,10,0,20,160,150,30,60,20,10,10,10,0,0,490.00 
LSOA,E01000736,Bromley 010C,0,0,0,10,610,0,0,10,0,0,0,0,0,630.00 
LSOA,E01000737,Bromley 010D,0,0,0,0,380,0,0,0,130,90,0,0,0,600.00 
MSOA,E02000137,Bromley 011,310,310,140,630,30,450,730,580,240,110,170,60,20,3760.00 
LSOA,E01000672,Bromley 011A,30,30,60,110,0,60,120,110,30,50,30,0,0,650.00 
LSOA,E01000673,Bromley 011B,120,90,0,210,10,60,70,80,0,0,20,0,0,650.00 
LSOA,E01000716,Bromley 011C,60,30,70,90,0,40,190,130,70,40,20,10,10,740.00 
LSOA,E01000717,Bromley 011D,30,130,0,50,0,190,240,100,100,0,60,20,0,930.00 
LSOA,E01000828,Bromley 011E,80,40,10,180,20,90,100,160,40,20,30,30,0,790.00 
MSOA,E02000138,Bromley 012,280,260,60,490,60,340,980,780,440,170,310,100,20,4300.00 
LSOA,E01000712,Bromley 012A,30,40,30,40,30,90,220,240,50,80,60,0,0,900.00 
LSOA,E01000713,Bromley 012B,10,10,10,90,20,100,180,260,100,40,90,30,0,930.00 
LSOA,E01000715,Bromley 012C,110,80,10,110,10,80,90,180,140,10,90,40,10,960.00 
LSOA,E01000770,Bromley 012D,90,80,0,220,0,10,190,40,60,0,20,10,0,730.00 
LSOA,E01000772,Bromley 012E,50,50,20,40,0,60,300,60,100,40,50,30,10,790.00 
MSOA,E02000139,Bromley 013,"1,300",790,80,250,220,150,90,90,90,70,120,80,10,3340.00 
LSOA,E01000700,Bromley 013A,270,150,10,50,40,40,0,60,10,50,0,0,0,690.00 
LSOA,E01000702,Bromley 013B,380,140,20,10,20,0,0,10,10,0,10,10,0,610.00 
LSOA,E01000703,Bromley 013C,290,180,10,30,30,30,10,10,0,0,80,60,0,730.00 
LSOA,E01000706,Bromley 013D,10,210,50,100,120,60,10,0,60,0,10,0,0,620.00 
LSOA,E01000797,Bromley 013E,350,120,0,60,10,20,70,20,10,10,20,10,0,690.00 
MSOA,E02000140,Bromley 014,10,0,70,450,"2,030",130,280,20,240,10,130,10,20,3380.00 
LSOA,E01000729,Bromley 014A,0,0,0,0,660,0,80,10,10,0,90,0,0,840.00 
LSOA,E01000730,Bromley 014B,0,0,30,50,410,30,0,10,120,0,10,0,0,670.00 
LSOA,E01000735,Bromley 014C,0,0,0,50,450,20,0,0,30,0,10,0,0,570.00 
LSOA,E01000738,Bromley 014D,0,0,30,310,130,80,60,0,0,0,30,0,10,650.00 
LSOA,E01000739,Bromley 014E,0,0,0,40,380,0,130,0,80,0,0,0,0,640.00 
MSOA,E02000141,Bromley 015,980,710,460,290,60,120,170,130,130,40,100,30,30,3240.00 
LSOA,E01000699,Bromley 015A,230,210,20,80,40,10,0,70,10,10,10,10,10,700.00 
LSOA,E01000701,Bromley 015B,310,180,60,10,10,10,10,10,0,0,40,10,20,650.00 
LSOA,E01000704,Bromley 015C,70,210,200,70,10,10,0,0,60,0,30,0,0,640.00 
LSOA,E01000705,Bromley 015D,300,100,20,20,0,70,50,20,0,20,10,0,0,590.00 
LSOA,E01000801,Bromley 015E,80,10,170,110,0,30,120,30,60,10,20,10,0,650.00 
MSOA,E02000142,Bromley 016,630,240,100,910,30,160,230,390,410,100,190,70,20,3480.00 
LSOA,E01000646,Bromley 016A,120,40,40,50,20,50,110,20,230,40,40,40,10,810.00 
LSOA,E01000647,Bromley 016B,160,80,20,260,0,50,30,0,10,20,20,0,0,650.00 
LSOA,E01000648,Bromley 016C,210,60,10,240,10,20,50,20,30,20,10,20,0,690.00 
LSOA,E01000653,Bromley 016D,10,10,10,10,10,40,50,320,130,10,20,0,0,630.00 
LSOA,E01000678,Bromley 016E,130,40,30,360,0,0,0,20,0,10,90,10,0,700.00 
MSOA,E02000144,Bromley 018,680,420,120,760,70,570,530,210,120,40,380,30,20,3940.00 
LSOA,E01000670,Bromley 018A,50,160,90,70,0,90,20,80,30,20,220,0,0,820.00 
LSOA,E01000675,Bromley 018B,130,70,20,300,0,10,60,30,30,10,70,10,10,770.00 
LSOA,E01000677,Bromley 018C,300,140,0,130,60,20,60,30,0,0,70,20,0,830.00 
LSOA,E01000762,Bromley 018D,0,0,0,20,0,430,310,0,0,0,10,0,0,770.00 
LSOA,E01000829,Bromley 018E,200,50,0,240,0,20,90,70,60,20,10,0,0,750.00 
MSOA,E02000145,Bromley 019,220,60,60,410,660,540,340,280,450,220,140,90,100,3570.00 
LSOA,E01000719,Bromley 019A,150,20,0,120,50,70,70,40,200,30,80,70,10,930.00 
LSOA,E01000720,Bromley 019B,30,20,30,40,90,100,40,0,180,100,40,0,70,730.00 
LSOA,E01000721,Bromley 019C,0,0,10,0,120,40,70,160,30,90,0,0,20,530.00 
LSOA,E01000724,Bromley 019D,0,0,0,10,370,150,130,0,10,0,20,0,0,690.00 
LSOA,E01000728,Bromley 019E,50,20,30,250,30,180,20,80,20,0,10,10,0,680.00 
MSOA,E02000146,Bromley 020,"1,450",200,250,690,50,170,210,190,140,150,80,360,10,3940.00 
LSOA,E01000651,Bromley 020A,60,110,40,100,10,70,120,70,40,40,10,0,10,650.00 
LSOA,E01000668,Bromley 020B,380,30,30,160,20,30,20,10,10,10,10,150,0,860.00 
LSOA,E01000669,Bromley 020C,600,10,0,30,20,10,30,20,10,10,10,0,0,760.00 
LSOA,E01000671,Bromley 020D,120,0,90,210,10,50,20,100,80,100,20,190,0,960.00 
LSOA,E01000679,Bromley 020E,290,60,90,200,0,10,20,0,0,0,30,10,0,710.00 
MSOA,E02000147,Bromley 021,20,100,30,"1,670",160,240,280,290,260,80,120,20,10,3290.00 
LSOA,E01000826,Bromley 021A,0,0,0,440,50,30,10,30,0,0,0,0,0,570.00 
LSOA,E01000827,Bromley 021B,10,20,10,80,80,80,170,150,120,20,90,0,0,820.00 
LSOA,E01000830,Bromley 021C,0,60,20,380,10,30,20,10,20,0,10,0,0,570.00 
LSOA,E01000831,Bromley 021D,0,20,10,310,10,90,80,90,120,60,20,10,10,820.00 
LSOA,E01000833,Bromley 021E,0,0,0,470,10,10,10,0,0,0,0,0,0,500.00 
MSOA,E02000148,Bromley 022,80,30,80,"1,370",140,380,310,80,70,20,130,40,20,2740.00 
LSOA,E01000650,Bromley 022A,70,20,10,40,50,60,270,70,40,20,90,0,10,750.00 
LSOA,E01000652,Bromley 022B,10,10,40,350,70,120,30,10,30,0,30,10,10,700.00 
LSOA,E01000807,Bromley 022C,0,0,40,530,30,20,0,0,0,0,0,30,0,650.00 
LSOA,E01000809,Bromley 022D,0,0,0,450,0,190,0,0,0,0,0,0,0,650.00 
MSOA,E02000149,Bromley 023,240,70,20,"1,060","1,160",140,80,290,40,70,80,0,10,3250.00 
LSOA,E01000722,Bromley 023A,30,40,0,390,120,40,0,20,0,40,30,0,0,730.00 
LSOA,E01000725,Bromley 023B,210,30,0,120,0,10,60,260,30,30,20,0,10,760.00 
LSOA,E01000731,Bromley 023C,0,0,0,0,450,50,0,10,0,0,0,0,0,520.00 
LSOA,E01000732,Bromley 023D,0,0,10,230,320,10,20,0,0,0,0,0,0,590.00 
LSOA,E01000733,Bromley 023E,0,0,10,320,260,30,0,0,0,0,40,0,0,650.00 
MSOA,E02000150,Bromley 024,20,10,450,"1,750",110,100,90,90,110,10,430,10,20,3190.00 
LSOA,E01000769,Bromley 024A,0,0,140,240,0,10,0,60,0,0,0,0,10,470.00 
LSOA,E01000773,Bromley 024B,0,0,100,420,10,0,0,0,100,0,0,0,0,630.00 
LSOA,E01000775,Bromley 024C,20,0,30,300,10,0,90,10,0,10,410,0,10,890.00 
LSOA,E01000777,Bromley 024D,0,0,120,430,0,0,0,0,0,0,20,0,0,570.00 
LSOA,E01000778,Bromley 024E,0,0,60,370,90,90,0,10,0,0,0,0,0,630.00 
MSOA,E02000151,Bromley 025,10,50,50,"2,150",130,290,210,100,20,10,30,20,0,3050.00 
LSOA,E01000808,Bromley 025A,10,30,30,250,10,60,130,60,20,0,30,10,0,640.00 
LSOA,E01000810,Bromley 025B,0,20,0,510,20,20,20,30,0,0,0,0,0,610.00 
LSOA,E01000811,Bromley 025C,0,0,0,560,10,20,10,0,0,0,0,0,0,590.00 
LSOA,E01000813,Bromley 025D,10,0,10,280,100,190,50,0,0,0,0,0,0,640.00 
LSOA,E01000815,Bromley 025E,0,0,10,550,0,10,0,0,0,0,0,0,0,570.00 
MSOA,E02000152,Bromley 026,40,10,440,710,600,350,130,30,170,90,40,410,30,3020.00 
LSOA,E01000661,Bromley 026A,20,10,110,80,10,290,80,0,40,30,10,370,10,1060.00 
LSOA,E01000662,Bromley 026B,10,0,300,250,0,30,30,0,30,10,10,0,0,670.00 
LSOA,E01000663,Bromley 026C,0,0,0,250,320,0,0,20,40,0,10,20,10,670.00 
LSOA,E01000664,Bromley 026D,10,0,30,130,260,30,20,0,50,50,10,20,0,620.00 
MSOA,E02000153,Bromley 027,10,10,70,"2,150",540,20,80,30,20,10,20,20,10,2970.00 
LSOA,E01000763,Bromley 027A,0,0,0,520,0,0,0,10,0,0,10,0,0,530.00 
LSOA,E01000764,Bromley 027B,0,0,0,80,480,0,80,20,0,0,10,10,0,690.00 
LSOA,E01000766,Bromley 027C,0,0,0,580,60,10,0,0,0,0,0,10,0,670.00 
LSOA,E01000767,Bromley 027D,0,0,40,530,0,0,10,0,20,0,0,0,0,610.00 
LSOA,E01000834,Bromley 027E,0,0,30,440,0,0,0,0,0,0,0,0,0,470.00 
MSOA,E02000154,Bromley 028,180,280,210,"1,210",290,230,280,310,110,50,200,90,10,3440.00 
LSOA,E01000727,Bromley 028A,40,90,50,240,20,70,20,100,30,10,60,10,0,740.00 
LSOA,E01000734,Bromley 028B,0,0,20,230,230,30,10,10,0,10,0,0,0,520.00 
LSOA,E01000790,Bromley 028C,30,90,30,270,20,70,30,100,40,30,130,80,0,910.00 
LSOA,E01000812,Bromley 028D,110,80,80,140,10,40,140,40,20,0,10,0,0,670.00 
LSOA,E01000814,Bromley 028E,0,30,40,320,10,20,80,60,10,0,0,0,0,580.00 
MSOA,E02000155,Bromley 029,60,70,190,"1,330",290,490,230,360,60,30,40,0,10,3150.00 
LSOA,E01000723,Bromley 029A,0,0,20,230,60,110,150,10,0,0,0,0,0,570.00 
LSOA,E01000726,Bromley 029B,40,20,10,230,10,20,70,140,60,0,0,0,0,600.00 
LSOA,E01000787,Bromley 029C,0,0,0,190,50,270,10,180,0,0,0,0,0,700.00 
LSOA,E01000788,Bromley 029D,20,50,150,340,10,20,0,0,0,10,30,0,10,630.00 
LSOA,E01000791,Bromley 029E,0,0,0,350,160,70,0,40,0,20,0,0,0,640.00 
MSOA,E02000156,Bromley 030,60,50,310,"3,300",180,160,180,140,310,20,140,40,20,4910.00 
LSOA,E01000832,Bromley 030A,0,0,40,390,30,30,10,0,90,0,0,0,0,610.00 
LSOA,E01000835,Bromley 030B,40,40,60,440,0,20,20,0,0,0,40,20,0,700.00 
LSOA,E01000836,Bromley 030C,0,0,30,460,0,0,0,0,0,0,0,0,0,510.00 
LSOA,E01000837,Bromley 030D,0,10,10,280,80,50,110,30,120,0,20,0,0,700.00 
LSOA,E01000838,Bromley 030E,10,0,0,400,60,30,10,10,50,0,0,0,0,560.00 
LSOA,E01000839,Bromley 030F,0,0,20,460,0,0,20,0,0,0,40,0,0,560.00 
LSOA,E01000840,Bromley 030G,10,0,10,430,20,20,0,90,0,20,30,20,0,650.00 
