Geography2,Area Code3,Area,Pre 1900,1900 to 1918,1919 to 1929,1930 to 1939,1945 to 1954,1955 to 1964,1965 to 1972,1973 to 1982,1983 to 1992,1993 to 1999,2000 to 2009,2010 to 2012,Unknown1,Total
LSOA,E01000222,Barnet 040C,0,0,90,370,120,0,0,0,0,0,0,0,0,580.00 
LSOA,E01000224,Barnet 040D,0,0,0,550,0,0,0,0,0,0,0,0,0,550.00 
MSOA,E02000064,Barnet 041,260,370,310,620,90,340,250,80,80,30,60,60,0,2550.00 
LSOA,E01000137,Barnet 041A,0,120,40,50,0,180,200,20,0,0,40,50,0,710.00 
LSOA,E01000139,Barnet 041B,80,20,240,140,20,0,50,0,10,0,10,0,0,570.00 
LSOA,E01000140,Barnet 041C,100,220,40,140,30,130,0,10,20,20,20,0,0,720.00 
LSOA,E01000143,Barnet 041D,90,0,0,280,40,30,0,50,50,0,0,0,0,540.00 
LAU2,E09000004,Bexley,"6,570","3,920","3,870","37,600","6,080","9,840","7,110","7,280","5,690","3,440","2,450","1,510",590,95950.00 
MSOA,E02000065,Bexley 001,0,0,0,0,30,0,160,930,"1,130",540,70,0,0,2860.00 
LSOA,E01000466,Bexley 001A,0,0,0,0,0,0,160,430,0,0,0,0,0,590.00 
LSOA,E01000467,Bexley 001B,0,0,0,0,30,0,0,90,480,30,0,0,0,620.00 
LSOA,E01000468,Bexley 001C,0,0,0,0,0,0,0,0,390,510,70,0,0,980.00 
LSOA,E01000469,Bexley 001D,0,0,0,0,0,0,0,410,260,0,0,0,0,670.00 
MSOA,E02000066,Bexley 002,50,30,20,310,10,30,"1,440","1,480",390,0,20,130,10,3920.00 
LSOA,E01000416,Bexley 002A,50,30,0,100,10,20,170,110,10,0,20,0,0,540.00 
LSOA,E01000418,Bexley 002B,0,0,10,200,0,0,20,110,380,0,0,0,0,740.00 
LSOA,E01000422,Bexley 002C,0,0,0,0,0,0,610,100,0,0,0,0,0,710.00 
LSOA,E01000464,Bexley 002D,0,0,0,0,0,0,150,410,0,0,0,0,0,560.00 
LSOA,E01000465,Bexley 002E,0,0,0,0,0,0,0,740,0,0,0,0,0,740.00 
LSOA,E01000470,Bexley 002F,0,0,0,0,0,0,490,10,0,0,0,130,0,630.00 
MSOA,E02000067,Bexley 003,"1,010",220,80,470,60,650,170,480,320,120,140,190,10,3920.00 
LSOA,E01000333,Bexley 003A,250,40,10,20,10,180,60,150,110,0,10,0,0,850.00 
LSOA,E01000335,Bexley 003B,100,70,0,100,10,200,30,60,10,20,50,180,0,820.00 
LSOA,E01000336,Bexley 003C,100,90,10,60,0,190,10,80,140,110,40,0,0,830.00 
LSOA,E01000337,Bexley 003D,210,10,0,210,10,50,40,160,10,0,0,0,0,700.00 
LSOA,E01000338,Bexley 003E,360,20,60,70,30,40,20,40,40,0,30,10,0,720.00 
MSOA,E02000068,Bexley 004,680,280,30,190,20,180,130,190,340,500,640,30,0,3200.00 
LSOA,E01000403,Bexley 004A,40,20,0,60,0,160,90,190,70,10,360,0,0,1020.00 
LSOA,E01000404,Bexley 004B,150,20,0,0,0,0,0,0,200,400,270,0,0,1040.00 
LSOA,E01000405,Bexley 004C,220,50,30,30,0,10,40,0,70,90,10,0,0,540.00 
LSOA,E01000408,Bexley 004D,270,180,0,100,20,10,10,0,0,0,0,30,0,610.00 
MSOA,E02000069,Bexley 005,290,260,130,400,70,370,330,420,270,30,20,0,10,2580.00 
LSOA,E01000332,Bexley 005A,50,0,110,50,10,100,190,50,60,10,0,0,0,620.00 
LSOA,E01000402,Bexley 005B,30,100,0,120,30,150,20,90,130,10,10,0,0,680.00 
LSOA,E01000406,Bexley 005C,170,140,0,120,30,10,0,90,80,0,0,0,0,640.00 
LSOA,E01000407,Bexley 005D,30,20,20,110,0,120,120,190,0,20,0,0,0,630.00 
MSOA,E02000070,Bexley 006,180,90,70,"1,830",160,300,290,240,50,0,60,0,10,3270.00 
LSOA,E01000334,Bexley 006A,90,20,50,100,20,70,160,110,30,0,20,0,0,670.00 
LSOA,E01000417,Bexley 006B,60,70,10,270,30,160,30,50,20,0,30,0,0,730.00 
LSOA,E01000419,Bexley 006C,0,10,0,590,0,0,0,0,0,0,0,0,0,610.00 
LSOA,E01000420,Bexley 006D,10,0,0,380,10,60,100,30,0,0,0,0,0,610.00 
LSOA,E01000442,Bexley 006E,10,0,0,480,90,20,0,40,0,0,0,0,0,640.00 
MSOA,E02000071,Bexley 007,530,270,30,"1,080",350,130,150,30,10,280,60,10,0,2930.00 
LSOA,E01000437,Bexley 007A,70,0,0,230,140,20,0,0,0,40,0,0,0,510.00 
LSOA,E01000438,Bexley 007B,200,170,0,230,0,10,0,0,0,0,0,0,0,620.00 
LSOA,E01000439,Bexley 007C,140,80,30,140,110,0,10,0,0,0,10,0,0,530.00 
LSOA,E01000440,Bexley 007D,0,0,0,410,90,0,0,0,0,20,0,0,0,520.00 
LSOA,E01000441,Bexley 007E,120,20,0,70,0,100,140,30,10,220,50,10,0,760.00 
MSOA,E02000072,Bexley 008,370,190,270,210,420,740,700,120,310,"1,070",110,30,10,4530.00 
LSOA,E01000373,Bexley 008A,90,0,0,10,0,0,200,50,20,0,10,0,0,370.00 
LSOA,E01000429,Bexley 008B,100,0,70,50,0,0,0,10,140,390,0,0,0,750.00 
LSOA,E01000430,Bexley 008C,0,0,0,0,10,220,80,0,0,350,30,10,0,710.00 
LSOA,E01000431,Bexley 008D,80,0,80,10,10,280,120,10,50,50,20,0,0,700.00 
LSOA,E01000432,Bexley 008E,30,140,0,60,150,120,40,30,60,0,20,0,0,640.00 
LSOA,E01000433,Bexley 008F,70,0,30,30,230,100,190,20,30,0,40,20,0,760.00 
LSOA,E01000434,Bexley 008G,10,50,100,60,20,20,70,0,0,270,0,0,0,600.00 
MSOA,E02000073,Bexley 009,10,10,10,"3,450",300,190,20,20,0,30,0,0,10,4030.00 
LSOA,E01000356,Bexley 009A,0,0,10,590,30,0,0,0,0,0,0,0,10,640.00 
LSOA,E01000357,Bexley 009B,0,0,0,490,0,0,0,0,0,0,0,0,0,500.00 
LSOA,E01000359,Bexley 009C,0,0,0,440,0,20,10,10,0,10,0,0,0,500.00 
LSOA,E01000421,Bexley 009D,0,0,0,600,0,0,0,0,0,0,0,0,0,610.00 
LSOA,E01000450,Bexley 009E,0,0,0,250,250,140,0,0,0,20,0,0,0,660.00 
LSOA,E01000451,Bexley 009F,0,0,0,580,20,30,0,10,0,0,0,0,0,630.00 
LSOA,E01000452,Bexley 009G,0,0,0,490,10,0,0,0,0,0,0,0,0,500.00 
MSOA,E02000074,Bexley 010,20,10,50,410,"1,100",340,120,660,380,70,10,170,0,3340.00 
LSOA,E01000367,Bexley 010A,0,10,0,50,260,40,0,100,70,0,0,0,0,530.00 
LSOA,E01000368,Bexley 010B,0,0,0,20,420,40,20,0,80,70,0,0,0,640.00 
LSOA,E01000372,Bexley 010C,10,0,0,140,380,60,20,10,0,0,0,0,0,620.00 
LSOA,E01000380,Bexley 010D,10,0,0,40,20,10,0,470,230,0,0,160,0,930.00 
LSOA,E01000435,Bexley 010E,0,0,40,160,30,190,90,90,0,0,0,10,0,610.00 
MSOA,E02000075,Bexley 011,30,10,30,"2,540",250,200,80,30,0,0,0,0,20,3200.00 
LSOA,E01000353,Bexley 011A,0,0,0,650,20,10,0,0,0,0,0,0,0,680.00 
LSOA,E01000354,Bexley 011B,0,0,0,230,180,110,70,30,0,0,0,0,0,630.00 
LSOA,E01000355,Bexley 011C,20,0,0,540,0,10,0,0,0,0,0,0,0,570.00 
LSOA,E01000358,Bexley 011D,20,10,30,550,30,30,0,10,0,0,0,0,10,680.00 
LSOA,E01000436,Bexley 011E,0,0,0,570,20,30,0,0,0,0,0,0,10,630.00 
MSOA,E02000077,Bexley 013,120,80,340,"1,880",40,300,40,30,0,90,10,40,0,2980.00 
LSOA,E01000401,Bexley 013A,50,30,340,40,10,40,40,30,0,70,10,40,0,700.00 
LSOA,E01000453,Bexley 013B,0,0,0,510,0,10,0,0,0,0,0,0,0,530.00 
LSOA,E01000454,Bexley 013C,60,40,0,280,30,250,0,0,0,0,0,0,0,650.00 
LSOA,E01000455,Bexley 013D,10,20,0,570,0,0,0,0,0,20,0,0,0,620.00 
LSOA,E01000456,Bexley 013E,0,0,0,490,0,0,0,0,0,0,0,0,0,490.00 
MSOA,E02000078,Bexley 014,10,370,630,"1,710",160,60,70,10,60,0,30,0,10,3110.00 
LSOA,E01000325,Bexley 014A,10,0,90,480,0,0,0,0,0,0,10,0,0,600.00 
LSOA,E01000326,Bexley 014B,0,0,370,120,0,0,60,0,0,0,0,0,0,550.00 
LSOA,E01000369,Bexley 014C,0,300,0,200,80,30,0,0,0,0,10,0,0,640.00 
LSOA,E01000370,Bexley 014D,0,60,170,300,50,20,0,0,50,0,20,0,0,670.00 
LSOA,E01000371,Bexley 014E,0,0,0,610,30,0,0,0,0,0,0,0,0,650.00 
MSOA,E02000079,Bexley 015,710,220,130,"1,260",180,250,170,90,160,80,70,40,30,3400.00 
LSOA,E01000360,Bexley 015A,370,110,30,70,10,60,10,20,10,0,20,10,10,710.00 
LSOA,E01000362,Bexley 015B,60,10,10,360,90,10,20,10,50,10,10,0,10,640.00 
LSOA,E01000365,Bexley 015C,110,30,20,320,0,90,70,0,0,60,20,0,0,720.00 
LSOA,E01000366,Bexley 015D,130,70,50,250,20,50,10,20,0,10,20,20,10,670.00 
LSOA,E01000394,Bexley 015E,30,10,20,260,60,30,60,50,100,0,10,20,0,660.00 
MSOA,E02000080,Bexley 016,60,120,320,"2,720",60,170,10,80,110,40,50,90,10,3830.00 
LSOA,E01000388,Bexley 016A,0,0,260,340,20,10,0,0,0,0,0,10,0,640.00 
LSOA,E01000392,Bexley 016B,50,100,20,190,30,140,10,70,30,0,10,60,10,730.00 
LSOA,E01000409,Bexley 016C,0,0,0,670,0,0,0,0,0,0,0,0,0,670.00 
LSOA,E01000411,Bexley 016D,0,0,0,560,0,0,0,0,0,0,0,0,0,560.00 
LSOA,E01000414,Bexley 016E,10,20,50,450,10,20,0,0,80,40,30,10,0,720.00 
LSOA,E01000415,Bexley 016F,0,0,0,510,0,0,0,0,0,0,0,0,0,520.00 
MSOA,E02000081,Bexley 017,170,30,60,"1,160",510,530,230,310,100,50,30,10,30,3190.00 
LSOA,E01000327,Bexley 017A,20,0,60,360,10,120,10,30,0,0,10,10,10,630.00 
LSOA,E01000328,Bexley 017B,0,0,0,370,30,60,70,70,0,0,20,0,0,630.00 
LSOA,E01000329,Bexley 017C,60,10,0,150,180,50,30,0,20,0,0,0,10,530.00 
LSOA,E01000330,Bexley 017D,90,20,0,120,10,210,60,160,70,50,0,0,10,790.00 
LSOA,E01000331,Bexley 017E,0,0,0,160,280,90,40,40,0,0,0,0,0,620.00 
MSOA,E02000082,Bexley 018,10,0,120,"3,050",60,70,40,20,40,10,10,30,10,3450.00 
LSOA,E01000340,Bexley 018A,0,0,110,400,0,40,20,20,30,10,10,0,0,630.00 
LSOA,E01000395,Bexley 018B,0,0,0,460,20,30,0,0,0,0,0,0,0,500.00 
LSOA,E01000396,Bexley 018C,0,0,0,510,0,0,0,0,0,0,0,0,0,510.00 
LSOA,E01000410,Bexley 018D,0,0,0,600,0,0,0,0,0,0,0,0,0,610.00 
LSOA,E01000412,Bexley 018E,10,0,0,580,40,0,20,0,0,0,0,0,0,650.00 
LSOA,E01000413,Bexley 018F,0,0,10,500,0,0,0,0,0,0,0,20,10,540.00 
MSOA,E02000083,Bexley 019,290,720,560,600,320,620,70,190,330,80,270,280,40,4380.00 
LSOA,E01000374,Bexley 019A,0,50,200,40,140,90,10,0,0,0,0,0,0,540.00 
LSOA,E01000375,Bexley 019B,50,190,150,110,30,40,10,0,0,10,0,130,20,730.00 
LSOA,E01000376,Bexley 019C,40,350,60,10,10,30,20,40,0,50,0,0,0,610.00 
LSOA,E01000377,Bexley 019D,20,90,0,60,70,230,20,0,160,10,0,0,0,660.00 
LSOA,E01000378,Bexley 019E,110,40,30,80,20,230,10,130,130,10,220,150,20,1170.00 
LSOA,E01000379,Bexley 019F,80,0,120,310,50,0,0,20,40,0,50,0,0,670.00 
MSOA,E02000084,Bexley 020,350,250,150,"1,860",320,480,300,250,80,70,110,0,40,4270.00 
LSOA,E01000348,Bexley 020A,0,0,0,490,0,0,10,0,0,10,0,0,0,530.00 
LSOA,E01000349,Bexley 020B,10,10,20,250,140,140,50,0,20,10,0,0,20,660.00 
LSOA,E01000361,Bexley 020C,110,20,20,240,90,20,10,30,40,30,10,0,10,620.00 
LSOA,E01000363,Bexley 020D,50,80,40,210,50,90,10,10,10,10,10,0,10,570.00 
LSOA,E01000389,Bexley 020E,20,20,20,260,10,40,60,180,10,10,80,0,10,720.00 
LSOA,E01000390,Bexley 020F,0,0,20,150,30,130,150,20,0,0,10,0,0,530.00 
LSOA,E01000393,Bexley 020G,150,130,30,250,10,60,10,0,10,0,0,0,0,650.00 
MSOA,E02000085,Bexley 021,0,0,30,"2,450",170,290,20,60,80,10,40,0,30,3170.00 
LSOA,E01000346,Bexley 021A,0,0,0,620,0,0,0,0,0,0,0,0,0,630.00 
LSOA,E01000347,Bexley 021B,0,0,0,510,0,20,0,40,70,0,20,0,0,660.00 
LSOA,E01000350,Bexley 021C,0,0,10,520,0,0,0,0,0,0,0,0,0,530.00 
LSOA,E01000352,Bexley 021D,0,0,20,330,20,240,20,20,10,0,20,0,20,700.00 
LSOA,E01000391,Bexley 021E,0,0,0,470,150,30,0,0,0,0,0,0,10,660.00 
MSOA,E02000086,Bexley 022,0,40,40,"1,980",50,160,60,10,410,50,20,20,20,2840.00 
LSOA,E01000341,Bexley 022A,0,0,10,320,40,160,60,10,10,10,0,10,10,630.00 
LSOA,E01000342,Bexley 022B,0,0,0,510,0,0,0,0,130,10,0,0,0,650.00 
LSOA,E01000343,Bexley 022C,0,0,10,520,0,0,0,0,0,0,10,0,0,550.00 
LSOA,E01000345,Bexley 022D,0,40,20,430,0,0,0,0,0,0,0,0,0,500.00 
LSOA,E01000460,Bexley 022E,0,0,0,200,0,0,0,0,260,30,0,0,10,510.00 
MSOA,E02000087,Bexley 023,500,30,140,600,380,740,380,100,180,80,60,160,60,3400.00 
LSOA,E01000364,Bexley 023A,0,0,0,190,200,120,120,10,20,0,0,0,0,670.00 
LSOA,E01000444,Bexley 023B,20,0,40,130,50,150,130,50,10,0,20,10,20,630.00 
LSOA,E01000447,Bexley 023C,330,10,50,90,30,110,40,0,30,40,30,150,20,920.00 
LSOA,E01000448,Bexley 023D,50,0,30,140,30,220,40,10,0,0,0,0,0,520.00 
LSOA,E01000449,Bexley 023E,100,20,20,60,70,150,50,20,120,40,10,0,10,670.00 
MSOA,E02000088,Bexley 024,0,0,10,"2,140",240,400,120,70,10,10,40,0,10,3050.00 
LSOA,E01000351,Bexley 024A,0,0,0,440,0,160,30,0,0,0,0,0,10,640.00 
LSOA,E01000443,Bexley 024B,0,0,0,210,190,40,30,50,0,0,0,0,0,520.00 
LSOA,E01000445,Bexley 024C,0,0,0,340,50,190,60,20,10,10,30,0,0,700.00 
LSOA,E01000446,Bexley 024D,0,0,10,580,10,0,0,0,0,0,10,0,0,610.00 
LSOA,E01000461,Bexley 024E,0,0,0,570,0,0,0,0,0,0,0,0,0,580.00 
MSOA,E02000089,Bexley 025,40,60,210,"2,170",90,90,150,40,50,20,30,20,0,2970.00 
LSOA,E01000339,Bexley 025A,0,10,90,320,60,20,100,10,10,0,0,0,0,610.00 
LSOA,E01000344,Bexley 025B,30,30,80,450,0,50,10,0,10,0,20,0,0,680.00 
LSOA,E01000423,Bexley 025C,0,0,0,500,30,20,30,20,0,0,0,0,0,610.00 
LSOA,E01000425,Bexley 025D,10,20,40,500,10,0,10,10,0,10,10,10,0,610.00 
LSOA,E01000463,Bexley 025E,0,0,0,400,0,0,0,10,40,10,0,10,0,470.00 
MSOA,E02000090,Bexley 026,730,270,210,340,100,390,900,610,270,20,150,170,90,4240.00 
LSOA,E01000424,Bexley 026A,60,30,110,60,20,30,240,160,40,0,0,0,0,760.00 
LSOA,E01000426,Bexley 026B,280,80,50,40,0,220,10,0,10,10,40,0,10,750.00 
LSOA,E01000427,Bexley 026C,30,100,10,30,70,110,270,210,30,0,30,0,30,920.00 
LSOA,E01000457,Bexley 026D,230,50,0,20,10,30,290,90,70,0,70,70,30,940.00 
LSOA,E01000462,Bexley 026E,130,10,40,200,10,10,90,160,110,10,10,100,20,870.00 
MSOA,E02000091,Bexley 027,280,350,90,"1,180",240,460,670,370,330,150,200,80,70,4470.00 
LSOA,E01000382,Bexley 027A,10,10,10,440,120,10,0,0,0,0,0,0,0,600.00 
LSOA,E01000384,Bexley 027B,60,260,10,60,0,120,150,40,30,10,0,0,50,790.00 
LSOA,E01000387,Bexley 027C,0,0,10,380,90,110,0,0,0,0,40,0,0,630.00 
LSOA,E01000428,Bexley 027D,30,10,0,40,10,70,310,150,50,90,150,20,0,930.00 
LSOA,E01000458,Bexley 027E,80,30,30,160,10,120,40,50,90,50,0,0,0,660.00 
LSOA,E01000459,Bexley 027F,100,50,40,100,10,50,170,120,160,0,10,60,20,870.00 
MSOA,E02000092,Bexley 028,140,10,40,540,170,"1,130",200,140,170,10,200,10,50,2800.00 
LSOA,E01000381,Bexley 028A,30,0,0,120,160,310,20,0,0,0,30,0,20,680.00 
LSOA,E01000383,Bexley 028B,30,10,30,170,10,360,20,10,0,0,10,0,10,660.00 
LSOA,E01000385,Bexley 028C,10,0,0,190,0,410,0,0,0,0,160,0,10,780.00 
LSOA,E01000386,Bexley 028D,70,0,10,60,10,60,160,130,160,10,0,0,10,680.00 
MSOA,E02006785,Bexley 029,20,20,110,"1,070",230,590,110,300,120,40,10,0,20,2620.00 
LSOA,E01000398,Bexley 029A,10,0,0,110,190,80,30,200,0,0,0,0,0,620.00 
LSOA,E01000399,Bexley 029B,0,0,0,480,0,30,30,60,20,0,0,0,0,630.00 
LSOA,E01000400,Bexley 029C,10,20,70,390,30,10,0,40,10,30,10,0,0,610.00 
LSOA,E01032566,Bexley 029D,0,0,40,90,10,470,50,0,90,0,0,0,10,760.00 
LAU2,E09000005,Brent,"26,550","10,300","14,080","28,200","3,340","3,050","4,080","4,130","4,480","3,920","8,180","3,470",80,113840.00 
MSOA,E02000093,Brent 001,0,260,20,"2,540",10,30,60,40,0,130,330,60,0,3480.00 
LSOA,E01000587,Brent 001A,0,0,0,460,0,0,0,0,0,0,0,0,0,460.00 
LSOA,E01000589,Brent 001B,0,0,0,480,0,10,0,0,0,0,110,0,0,600.00 
LSOA,E01000590,Brent 001C,0,250,20,300,10,10,10,0,0,0,40,0,0,640.00 
LSOA,E01000592,Brent 001D,0,10,0,440,0,0,40,0,0,0,0,50,0,540.00 
LSOA,E01000593,Brent 001E,0,0,0,380,0,0,0,0,0,130,180,0,0,690.00 
LSOA,E01000594,Brent 001F,0,0,0,480,0,20,20,30,0,0,10,0,0,560.00 
MSOA,E02000094,Brent 002,0,0,80,"2,220",20,20,110,0,60,110,190,10,0,2810.00 
LSOA,E01000513,Brent 002A,0,0,0,480,0,0,0,0,0,0,0,0,0,480.00 
LSOA,E01000514,Brent 002B,0,0,50,460,0,0,0,0,0,0,0,0,0,510.00 
LSOA,E01000516,Brent 002C,0,0,20,510,0,0,0,0,0,0,10,0,0,540.00 
LSOA,E01000520,Brent 002D,0,0,10,400,10,10,110,0,40,0,10,0,0,610.00 
LSOA,E01000588,Brent 002E,0,0,0,380,0,0,0,0,20,110,170,0,0,670.00 
MSOA,E02000095,Brent 003,0,0,140,"2,270",310,100,90,40,30,120,90,0,0,3180.00 
LSOA,E01000515,Brent 003A,0,0,10,230,120,40,90,10,20,110,10,0,0,650.00 
LSOA,E01000517,Brent 003B,0,0,0,460,50,0,0,0,0,0,0,0,0,500.00 
LSOA,E01000543,Brent 003E,0,0,0,380,70,40,0,20,10,0,0,0,0,510.00 
LSOA,E01000591,Brent 003F,0,0,0,570,0,0,0,10,0,0,70,0,0,650.00 
LSOA,E01033463,Brent 003G,0,0,120,640,80,20,0,0,0,0,10,0,0,870.00 
MSOA,E02000096,Brent 004,0,10,140,"1,770",290,30,70,0,160,30,60,10,0,2570.00 
LSOA,E01000536,Brent 004A,0,0,70,370,10,0,10,0,40,30,20,0,0,540.00 
LSOA,E01000538,Brent 004B,0,0,30,370,70,0,0,0,20,0,0,0,0,490.00 
LSOA,E01000539,Brent 004C,0,0,0,370,40,0,40,0,100,0,0,0,0,540.00 
LSOA,E01000540,Brent 004D,0,0,0,360,110,0,0,0,0,0,10,10,0,490.00 
LSOA,E01000541,Brent 004E,0,10,40,320,60,20,20,0,0,0,40,0,0,510.00 
MSOA,E02000097,Brent 005,0,0,280,"2,110",430,50,10,30,0,0,50,0,0,2970.00 
LSOA,E01000518,Brent 005A,0,0,80,330,70,10,0,30,0,0,40,0,0,560.00 
LSOA,E01000519,Brent 005B,0,0,0,320,320,0,0,0,0,0,0,0,0,640.00 
LSOA,E01000623,Brent 005C,0,0,70,390,40,40,0,0,0,0,0,0,0,540.00 
LSOA,E01000624,Brent 005D,0,0,0,610,0,0,0,0,0,0,0,0,0,610.00 
LSOA,E01000629,Brent 005E,0,0,130,470,0,10,0,0,0,0,10,0,0,620.00 
MSOA,E02000098,Brent 006,0,0,330,"1,240",430,180,60,40,160,60,230,100,0,2820.00 
LSOA,E01000480,Brent 006A,0,0,230,290,0,0,10,0,0,0,0,0,0,540.00 
LSOA,E01000484,Brent 006B,0,0,0,30,150,10,0,0,140,0,90,90,0,510.00 
LSOA,E01000485,Brent 006C,0,0,0,70,190,160,40,20,0,0,20,10,0,520.00 
LSOA,E01000486,Brent 006D,0,0,10,480,40,0,10,0,0,0,0,0,0,540.00 
LSOA,E01000487,Brent 006E,0,0,80,370,40,10,0,20,20,60,110,0,0,700.00 
MSOA,E02000099,Brent 007,20,40,290,"1,350",0,20,50,170,150,90,640,0,0,2810.00 
LSOA,E01000572,Brent 007A,0,0,0,430,0,0,40,0,0,0,0,0,0,470.00 
LSOA,E01000573,Brent 007B,0,0,80,400,0,0,0,0,0,0,10,0,0,490.00 
LSOA,E01000574,Brent 007C,0,0,10,410,0,0,0,0,0,10,0,0,0,440.00 
LSOA,E01000575,Brent 007D,0,0,190,110,0,20,0,40,0,60,200,0,0,610.00 
LSOA,E01000577,Brent 007E,20,40,10,0,0,0,10,130,140,20,430,0,0,800.00 
MSOA,E02000100,Brent 008,10,0,210,"1,630",160,90,40,30,40,70,200,40,0,2530.00 
LSOA,E01000562,Brent 008A,0,0,20,250,120,60,10,0,0,30,0,0,0,500.00 
LSOA,E01000563,Brent 008B,10,0,40,380,30,10,0,10,0,0,10,0,0,490.00 
LSOA,E01000566,Brent 008C,0,0,50,390,10,10,0,20,0,0,0,0,0,480.00 
LSOA,E01000568,Brent 008D,0,0,90,130,0,10,30,10,40,40,190,40,0,560.00 
LSOA,E01000569,Brent 008E,0,0,0,490,0,0,0,0,0,0,0,0,0,490.00 
MSOA,E02000101,Brent 009,0,0,170,"1,300",140,200,640,120,80,40,700,30,0,3420.00 
LSOA,E01000479,Brent 009A,0,0,10,430,60,30,0,0,0,0,0,0,0,530.00 
LSOA,E01000481,Brent 009B,0,0,50,330,0,20,60,80,20,0,70,0,0,650.00 
LSOA,E01000482,Brent 009C,0,0,20,70,60,30,170,40,20,0,600,0,0,1000.00 
LSOA,E01000483,Brent 009D,0,0,0,110,10,110,400,0,0,0,20,20,0,660.00 
LSOA,E01000625,Brent 009E,0,0,80,370,10,20,0,0,50,40,0,10,0,580.00 
MSOA,E02000102,Brent 010,60,0,"1,310",440,30,10,0,60,420,200,30,0,0,2550.00 
LSOA,E01000498,Brent 010B,0,0,310,50,0,0,0,0,80,0,20,0,0,460.00 
LSOA,E01000622,Brent 010D,0,0,370,90,10,10,0,60,130,0,0,0,0,660.00 
LSOA,E01000626,Brent 010E,60,0,80,30,20,0,0,0,220,200,0,0,0,610.00 
LSOA,E01033464,Brent 010F,0,0,550,270,0,0,0,0,0,0,0,0,0,820.00 
MSOA,E02000103,Brent 011,20,40,970,730,60,50,300,180,200,470,20,160,0,3200.00 
LSOA,E01000497,Brent 011A,0,40,350,20,0,10,0,20,0,130,0,0,0,590.00 
LSOA,E01000499,Brent 011B,10,0,170,250,40,0,0,0,0,0,10,0,0,480.00 
LSOA,E01000501,Brent 011C,0,0,20,120,0,40,50,160,190,180,10,0,0,760.00 
LSOA,E01000502,Brent 011D,0,0,60,340,10,0,30,0,10,40,0,160,0,640.00 
LSOA,E01000503,Brent 011E,10,0,370,0,10,0,230,0,0,120,0,0,0,740.00 
MSOA,E02000104,Brent 012,40,90,"1,080",280,20,50,70,200,280,20,120,70,0,2310.00 
LSOA,E01000570,Brent 012A,40,20,220,0,0,40,40,140,0,0,0,0,0,500.00 
LSOA,E01000571,Brent 012B,0,10,480,0,0,0,0,0,0,0,0,20,0,520.00 
LSOA,E01000576,Brent 012C,0,0,240,150,20,10,30,0,50,10,40,0,0,540.00 
LSOA,E01000578,Brent 012D,0,50,150,130,0,0,0,60,230,10,80,50,0,760.00 
MSOA,E02000105,Brent 013,80,120,870,590,90,240,190,200,350,90,240,50,0,3110.00 
LSOA,E01000564,Brent 013A,30,50,110,140,50,60,10,10,0,0,0,0,0,480.00 
LSOA,E01000565,Brent 013B,20,0,100,140,0,20,10,130,10,30,30,10,0,510.00 
LSOA,E01000607,Brent 013C,0,0,470,100,0,60,10,10,10,10,10,10,0,680.00 
LSOA,E01000608,Brent 013D,40,30,160,150,20,50,120,10,10,30,160,0,0,770.00 
LSOA,E01000613,Brent 013E,0,40,20,60,20,50,40,40,330,30,30,30,0,670.00 
MSOA,E02000106,Brent 014,350,310,720,"1,670",20,20,20,30,130,180,100,40,0,3590.00 
LSOA,E01000506,Brent 014A,140,130,110,150,10,0,0,0,80,50,20,0,0,680.00 
LSOA,E01000509,Brent 014B,0,0,90,370,0,0,0,0,0,0,0,10,0,470.00 
LSOA,E01000510,Brent 014C,10,10,10,480,0,0,0,0,40,0,20,0,0,570.00 
LSOA,E01000511,Brent 014D,0,160,60,300,0,0,0,0,0,0,10,10,0,540.00 
LSOA,E01000627,Brent 014E,130,0,330,70,0,20,20,30,0,90,0,0,0,700.00 
LSOA,E01000628,Brent 014F,80,0,120,300,10,0,0,0,10,40,60,30,0,640.00 
MSOA,E02000107,Brent 015,"1,850","1,280",200,310,70,20,90,30,140,60,80,40,0,4150.00 
LSOA,E01000553,Brent 015A,270,410,0,0,10,0,0,0,10,0,10,0,0,710.00 
LSOA,E01000554,Brent 015B,100,400,10,0,0,0,30,20,130,0,10,30,0,730.00 
LSOA,E01000555,Brent 015C,50,170,140,80,30,0,20,0,0,0,10,0,0,510.00 
LSOA,E01000556,Brent 015D,620,70,0,0,10,0,0,10,0,50,10,0,0,770.00 
LSOA,E01000557,Brent 015E,360,130,40,180,10,10,0,0,0,0,30,0,0,760.00 
LSOA,E01000558,Brent 015F,450,110,0,40,10,20,30,0,10,0,0,0,0,670.00 
MSOA,E02000108,Brent 016,30,310,930,220,50,80,210,80,170,0,90,150,10,2310.00 
LSOA,E01000567,Brent 016A,0,0,150,130,30,20,40,30,50,0,40,0,0,490.00 
LSOA,E01000606,Brent 016B,0,180,270,20,0,20,20,40,30,0,0,10,0,590.00 
LSOA,E01000609,Brent 016C,30,50,320,70,0,30,10,0,90,0,50,0,0,650.00 
LSOA,E01000611,Brent 016D,0,80,190,0,20,0,140,0,0,0,0,130,0,580.00 
MSOA,E02000109,Brent 017,0,160,780,"1,550",20,100,10,40,40,60,330,880,0,3970.00 
LSOA,E01000615,Brent 017B,0,0,10,580,0,0,0,0,0,10,0,240,0,830.00 
